Chunks,HasProperNames,Author
"antly as a highwayman.

The last burst carried the mail to the summit of the hill. The horses
stopped to breathe again, and the guard got down to skid the wheel for
the descent, and open the coach-door to let the passengers in.

“Tst! Joe!” cried the coachman in a warning voice, looking down from his
box.

“What do you say, Tom?”

They both listened.

“I say a horse at a canter coming up, Joe.”

“_I_ say a horse at a gallop, Tom,” returned the guard, leaving his hold
of the door, and mounting ni",T,Charles Dickens
"fruit in plates while we talked, which divided his
attention, and was the cause of his having made this lapse of a word.
“Affianced,” he explained, still busy with the fruit. “Betrothed.
Engaged. What’s-his-named. Any word of that sort.”

“How did you bear your disappointment?” I asked.

“Pooh!” said he, “I didn’t care much for it. _She’s_ a Tartar.”

“Miss Havisham?”

“I don’t say no to that, but I meant Estella. That girl’s hard and
haughty and capricious to the last degree, and has been broug",T,Charles Dickens
"ed in such quarters with an
unfavourable eye. Our plain course, however, under good report and
evil report, and all kinds of prejudice (we are the victims of
prejudice), is to have everything openly carried on. How do you find
Mr. C. looking, Miss Summerson?”

“He looks very ill. Dreadfully anxious.”

“Just so,” said Mr. Vholes.

He stood behind me with his long black figure reaching nearly to the
ceiling of those low rooms, feeling the pimples on his face as if
they were ornaments and speaking ",T,Charles Dickens
"uch and prayed to be forgiven if I, surrounded by such
blessings, had magnified to myself the little trial that I had to
undergo. The childish prayer of that old birthday when I had aspired
to be industrious, contented, and true-hearted and to do good to some
one and win some love to myself if I could came back into my mind
with a reproachful sense of all the happiness I had since enjoyed and
all the affectionate hearts that had been turned towards me. If I
were weak now, what had I profited by ",F,Charles Dickens
" enough for the play of the oars,
she kept alongside, drifting when we drifted, and pulling a stroke or
two when we pulled. Of the two sitters one held the rudder-lines, and
looked at us attentively,—as did all the rowers; the other sitter was
wrapped up, much as Provis was, and seemed to shrink, and whisper some
instruction to the steerer as he looked at us. Not a word was spoken in
either boat.

Startop could make out, after a few minutes, which steamer was first,
and gave me the word “Hamburg",T,Charles Dickens
"where; you have been there before)
and show your independence now, will you? Come, my dear friend,
there’s a chance for you. Open the street door, Judy; put these
blusterers out! Call in help if they don’t go. Put ’em out!”

He vociferates this so loudly that Mr. Bagnet, laying his hands on
the shoulders of his comrade before the latter can recover from his
amazement, gets him on the outside of the street door, which is
instantly slammed by the triumphant Judy. Utterly confounded, Mr.
George awh",T,Charles Dickens
"re
that country very much. I had no idea there was anything so
attractive here.”

To keep up the conversation, I asked Mr. Vholes if he would like to
live altogether in the country.

“There, miss,” said he, “you touch me on a tender string. My health
is not good (my digestion being much impaired), and if I had only
myself to consider, I should take refuge in rural habits, especially
as the cares of business have prevented me from ever coming much into
contact with general society, and particular",T,Charles Dickens
"unfortunate dog not to be more settled, but
how CAN I be more settled? If you lived in an unfinished house, you
couldn’t settle down in it; if you were condemned to leave everything
you undertook unfinished, you would find it hard to apply yourself to
anything; and yet that’s my unhappy case. I was born into this
unfinished contention with all its chances and changes, and it began
to unsettle me before I quite knew the difference between a suit at
law and a suit of clothes; and it has gone on un",F,Charles Dickens
"st, though I am afraid I was
longer about it than I ought to have been; and when I had cooled my
eyes with lavender water, it was time to watch for London.

I was quite persuaded that we were there when we were ten miles off,
and when we really were there, that we should never get there.
However, when we began to jolt upon a stone pavement, and
particularly when every other conveyance seemed to be running into
us, and we seemed to be running into every other conveyance, I began
to believe that w",F,Charles Dickens
"ark, which he usually did when Mrs. Pardiggle was most emphatic. We
both felt painfully sensible that between us and these people there
was an iron barrier which could not be removed by our new friend. By
whom or how it could be removed, we did not know, but we knew that.
Even what she read and said seemed to us to be ill-chosen for such
auditors, if it had been imparted ever so modestly and with ever so
much tact. As to the little book to which the man on the floor had
referred, we acquired a k",T,Charles Dickens
" his complexion, and eyes that
went wandering about when he tried to fix them, came up to a corner of
the bars, and put his hand to his hat—which had a greasy and fatty
surface like cold broth—with a half-serious and half-jocose military
salute.

“Colonel, to you!” said Wemmick; “how are you, Colonel?”

“All right, Mr. Wemmick.”

“Everything was done that could be done, but the evidence was too
strong for us, Colonel.”

“Yes, it was too strong, sir,—but _I_ don’t care.”

“No, no,” said Wemmick, ",T,Charles Dickens
